Track_Title,Key_Signature
"9 Fantasia a 4: Fantasia a 4 in C Minor, Z. 738 ",C Minor
"Keyboard Sonata in C Major, Wq. 53 No. 1: I. Allegretto ed arioso ",C Major
"Symphony No. 87 in A Major, Hob. I:87: IV. Finale. Vivace ",A Major
"Cello Sonata in A Minor, Op. 13 No. 6: III. Allegro ",A Minor
"Double Concerto for Violin & Cello in A Minor, Op. 102: III. Vivace ma non troppo ",A Minor
"Sextet in C Major, Op. 37: I. Allegro appassionato ",C Major
"String Quintet No. 16 in E Minor, Op. 39: III. Menuetto - Allegretto moderato - La malinconia ",E Minor
"Toy Symphony in C major, Hob. II:47 ",C major
"Sinfonia concertante in G Major, Op. 76: II. Adagio - Allegretto con grazia ",G Major
"Sonata for 2 Violins in A Major, Op. 12 No. 4: III. Largo ",A Major
"Polonaise in D major, Op. 4 ",D major
"Lieder ohne Worte, Book 8, Op. 102: No. 1 in E minor, MWV U 162 ",E minor
"Symphony No. 35 in B♭ major, Hob. I:35: III. Menuet ",B♭ major
Keyboard Sonata No. 8 in G minor: Allegro ,G minor
"String Quartet No. 13 in A Minor, Op. 29 No. 1, D. 804: IV. Allegro moderato ",A Minor
"Prelude & Fugue in E minor ""Notre Temps"": II. Fugue, MWV U65 ",E minor
"Keyboard Sonata in D Major, Hob. XVI:33: II. Adagio ",D Major
"Humoresque No. 4 in G Minor, Op. 89b ",G Minor
"Mass No. 3 in F Minor, WAB 28: Agnus Dei ",F Minor
"Symphony No. 4 in B-Flat Major, Op. 60: III. Menuetto. Allegro vivace - Trio. Un poco meno allegro ",B-Flat Major
"String Quintet No. 26 in C Minor, Op. 67: IV. Finale. Allegretto quasi allegro ",C Minor
"Fugue No. 17 in A♭ major, BWV 886 ",A♭ major
"Harmonia artificiosa-ariosa, Partia No. 2 in B minor, C. 63: II. Allamande ",B minor
"Rain Tree Sketch II ""In memoriam Olivier Messiaen"" ", 
"Mass in B-Flat Major, Hob. XXII:14 ""Harmoniemesse"": II. Gloria ",B-Flat Major
"Arioso with 20 Variations in C Major, Wq. 118 No. 10, H. 259: Var. 8 ",C Major
"Mass No. 6 in E flat Major, D. 950: VI. Agnus dei ",E flat Major
"Ouverture-suite in B-Flat Major, TWV 55:B1: II. Bergerie. Un peu vivement ",B-Flat Major
"Pièces de clavecin, Book 3, 13th Ordre in B Minor: Les Folies françoises, ou les Dominos ",B Minor
"Prelude & Fugue in G Minor, BuxWV 150: Praeludium ",G Minor
"38 Waltzes, Ländler & Écossaises, Op. 18, D. 145: Waltz No. 1 in E Major ",E Major
"Suite No. 2: No. 3, Sonata in C Minor ",C Minor
"Cello Sonata No. 10 in E flat Major, G. 10 ",E flat Major
"Piano Sonata No. 31 in A-Flat Major, Op. 110: II. Allegro molto - Coda. Poco più mosso ",A-Flat Major
"Theme & Variations in D Minor, JS 196: Var. 5 ",D Minor
"Symphony No. 4 in c minor, Op. 43 ",c minor
"Cello Sonata No. 1 in E Minor, Op. 38: III. Allegro ",E Minor
"Violin Sonata in G Major, Op. 13: IV. Large ",G Major
"Keyboard Concerto in B-Flat Major, BWV 982: I. ",B-Flat Major
"Trumpet Sonata in D major, D XI 7: I. Grave ",D major
"Pièces de viole, Suite No. 5 in C Minor: VI. La Silva. Très tendrement ",C Minor
Keyboard Sonata No. 61 in G minor ,G minor
"Symphony in C Major, Bryan C11 ""Il comista"" ",C Major
"Piano Sonata No. 8 in C minor, Op. 13 ""Pathétique"": I. Grave - Molto allegro ",C minor
String Quartet No. 1 in G Major: I. Allegro moderato ,G Major
"Piano Quintet in F Minor, M. 7: II. Lento, con molto sentimento ",F Minor
"Requiem in D Minor, K. 626: I. Requiem ",D Minor
"Piano Sonata in G Major, Op. 10: II. Largo ",G Major
"Piano Concerto No. 1 in E♭ major, S. 124: III. Allegro marziale animato ",E♭ major
"24 Leçons progressives, Op. 31: No. 15 in D Major ",D Major
"Cello Suite in A Minor, Op. 131c No. 3: I. Prelude. Sostenuto ",A Minor
"Symphony No. 44 in E Minor, Hob. I:44 ""Trauersinfonie"": III. Adagio ",E Minor
"Piano Sonata No. 13 in E-Flat Major, Op. 27 No. 1 ""Quasi una fantasia"" ",E-Flat Major
"Piano Sonata in D minor, Op. 51 No. 3, P. XII:40: II. Rondeau. Allegretto ",D minor
"Keyboard Sonata No. 84 in D major, R. 413 ",D major
"String Quartet in B flat Major, P. VIII:1: II. Andantino ",B flat Major
"Symphony No. 3 in E flat Major, Op. 70 ",E flat Major
"40 Easy Études, Op. 70: No. 34 in B major ",B major
"Piano Concerto No. 24 in c minor, K. 491 ",c minor
Variations for Clarinet & Orchestra in C Major ,C Major
"Arioso with 20 Variations in C Major, Wq. 118 No. 10, H. 259: Var. 1 ",C Major
Flute Concerto No. 8 in G major ,G major
"Organ Sonata No. 9 in B-Flat Minor, Op. 142: II. Romanze ",B-Flat Minor
"Serenade No. 2 in C Major, Op. 14 ",C Major
Keyboard Suite No. 28 in E Minor: VI. Gigue ,E Minor
"String Quartet in E-Flat Major, Op. 17 No. 3, Hob. III:27: II. Menuetto. Allegretto ",E-Flat Major
"Keyboard Sonata in B-Flat Major, Wq. 50 No. 5: II. Larghetto ",B-Flat Major
"Keyboard Sonata in B minor, Wq. 55 No. 3: I. Allegretto ",B minor
Concerto for 2 Bassoons in G Major: III. Sarabande ,G Major
"Mass in G Minor, BWV 235 ",G Minor
"Symphony No. 5 in F Major, Op. 76, B. 54: IV. Finale. Allegro molto ",F Major
"40 Easy Études, Op. 70: No. 21 in E Minor ",E Minor
Cours complet pour l'enseignement du forté-piano: Étude No. 106 in E Major ,E Major
"6 German Dances, K. 571: No. 2 in A Major ",A Major
"String Quartet in E Major, Op. 3 No. 1, Hob. III:13 ",E Major
"Sonata in E-Flat Major, Wq. 52 No. 1 ",E-Flat Major
"St. John Passion, BWV 245, Pt. 2: No. 41, But the Jews Cried Out the More and Said ", 
Concerto for Clarinet & Bassoon in B-Flat Major: I. Allegro moderato ,B-Flat Major
"Organ Sonata in C Minor, Op. 65 No. 2, MWV W57: III. Fuga - Allegro moderato ",C Minor
"Mass No. 6 in E♭ major, D. 950: II. Gloria ",E♭ major
"Sonata for Strings No. 6 in D major ""La tempesta"": II. Andante assai ",D major
"Sonata in D Minor, Op. 5 No. 7: IV. Giga ",D Minor
"Cello Sonata in A Minor, Op. 14 No. 3, RV 43 ",A Minor
"Phantasie in G Minor, Op. 17: IV. Finale. Allegro con fuoco ",G Minor
"Piano Sonata No. 15 in F Major, K. 533: I. Allegro ",F Major
"Piano Sonata No. 13 in E flat Major, Op. 27 No. 1 ""Quasi una fantaisa"" ",E flat Major
"Pièces de clavecin, Book 2, 6th Ordre in B-Flat Major: I. Les Moissonneurs. Gayement ",B-Flat Major
"Capriccio-valse in E Major, Op. 7 ",E Major
"Symphony No. 33 in B-Flat Major, K. 319: III. Menuetto ",B-Flat Major
"Sonata for Piano 4 Hands in D Major, K. 381: III. Allegro molto ",D Major
"Organ Sonata No. 10 in B Minor, Op. 146: Fantasie und Finale. Quasi adagio ",B Minor
"Piano Concerto No. 8 in C Major, K. 246 ""Lützow"": III. Rondeau. Tempo di menuetto ",C Major
"Symphony No. 48 in C Major, Hob. I:48 ""Maria Theresa"": I. Allegro ",C Major
"Concerto grosso in D Major, RV 562 ""Per la solennita di S Lorenzo"": I. Allegro ",D Major
"Introduction & Variations on a Theme by Mozart in E Major, Op. 9 ",E Major
"Mass in B-Flat Major, Hob. XXII:12 ""Theresienmesse"": IIIb. Credo. Et incarnatus est ",B-Flat Major
"Piano Sonata No. 2 in A-Flat Major, Op. 39, J. 199 ",A-Flat Major
"24 Préludes, Op. 34: No. 2 in A Minor ",A Minor
"13 Préludes, Op. 32: No. 13 in D-Flat Major. Grave - Allegro ",D-Flat Major
"Keyboard Sonata in G Major, Wq. 50 No. 2: I. Allegretto ",G Major
"String Quartet No. 2 in A Minor, Op. 13, MWV R22: II. Adagio non lento ",A Minor
"Organ Concerto in D Minor, Op. 7 No. 4, HWV 309 ",D Minor
"2 Keyboard Sonatas, No. 1 in F Major: III. Allegretto ",F Major
"Fantasie-impromptu in C-Sharp Minor, Op. Posth. 66 ",C-Sharp Minor
String Quartet No. 4 in E flat Major ,E flat Major
"Keyboard Concerto in B flat Major, BWV 982: II. Adagio - III. Allegro ",B flat Major
"Passagagli in C Major ""Per Petronilla"" ",C Major
"Suite in E Minor, Op. 1 No. 5: IV. Gigue ",E Minor
Waltz in B-Flat Major ,B-Flat Major
"String Quartet No. 22 in B-Flat Major, K. 589 ""Prussian No. 2"" ",B-Flat Major
"10 Variations in G Major on Gluck's Unser dummer Pobel meint, K. 455 ",G Major
"Symphony No. 12 in G major, K. 110: III. Menuetto ",G major
"Prelude No. 19 in A Major, BWV 888 ",A Major
"Prelude & Fugue in E♭ major, BWV 552 ""St. Anne"": Prelude ",E♭ major
"Mass in B Minor, BWV 232: Christe eleison ",B Minor
Quintet in C Major: IV. Allegro rondo ,C Major
"Piano Concerto No. 3 in D Minor, Op. 30: II. Intermezzo. Adagio ",D Minor
"Prelude No. 19 in A Major, BWV 864 ",A Major
Piano Sonatina No. 2 in D Minor: I. Allegro moderato ,D Minor
"Rondo in c minor, Wq. 59/4, H. 283 ",c minor
"Symphony No. 61 in D Major, Hob. I:61: I. Vivace ",D Major
"6 Hungarian Rhapsodies, S. 244: No. 2 in C-Sharp minor ",C-Sharp minor
"Fantasy No. 5 in C Major, TWV 40:6 ",C Major
"Königsmarsch in E flat Major, TrV 217 ",E flat Major
"Piano Concerto in A Minor, Op. 214 ",A Minor
"Fantasia a 4 in B♭ major, Z. 736 ",B♭ major
"Symphony No. 101 in D Major, Hob. I:101 ""Clock"": III. Menuetto - Trio ",D Major
Suite in B minor. I. Prelude x ,B minor
"L'arte del violino, Violin Concerto in D minor, Op. 3 No. 1: III. Capriccio II ",D minor
"Violin Concerto in G Minor, Op. 26 ",G Minor
"Duo for Violin & Viola in G Major, Op. 28 No. 1, K. 423 ",G Major
"24 Préludes & Fugues, Op. 87: Fugue No. 2 in A Minor ",A Minor
"Brandenburg Concerto No. 2 in F Major, BWV 1047: I. — ",F Major
"Duo for Violin & Viola in B-Flat Major, K. 424 ",B-Flat Major
"Symphony No. 24 in B♭ major, K. 182 ",B♭ major
"6 Mazurkas de Chopin, Series I: No. 3, Plainte d'amour ", 
"Piano Trio in E-Flat Major, WoO 38: III. Rondo. Allegretto ",E-Flat Major
"Keyboard Sonata in A Minor, Wq. 57/2: II. Andante ",A Minor
"6 Nouveaux quatuors en suites, Quartet No. 3 in G Major, TWV 43:G4: III. Gracieusement ",G Major
"Piano Concerto No. 1 in G minor, Op. 25, MWV O7: II. Andante ",G minor
"Piano Sonata No. 4 in E Minor, Op. 59 ""Keltic"": III. Very Swift and Fierce ",E Minor
"French Suite No. 3 in B minor, BWV 814a: VI. Gigue ",B minor
"6 Violin Sonatas, Op. 10b No. 5 in F Major, J. 103 ",F Major
"Lieder ohne Worte, Book 5, Op. 62: No. 4 in G Major, MWV U175 ",G Major
"Partita No. 2 in D Minor, BWV 1004 ",D Minor
"Arioso with 7 Variations in F Major, Wq. 118 No. 4, H. 54 ",F Major
"Concerto for 2 Horns in F Major, TWV 52:F4: IV. Vivace ",F Major
Duo No. 4 for Harp and Piano in E-Flat Major: Var. VII. ,E-Flat Major
24 Préludes & Fugues: Prelude No. 8 in F sharp Minor ,F sharp Minor
"Piano Sonata No. 8 in C minor, Op. 13 ""Pathétique"": I. Grave ",C minor
"Keyboard Sonata in D Major, Wq. 54 No. 5 ",D Major
"Cello Concerto in A Minor, Op. 40: II. Andante quieto ",A Minor
"String Quintet No. 1 in G Major, Op. 14: IIIe. Variation 4 ",G Major
"Trio No. 1 for Keyboard, Flute & Viola in A Minor, Wq. 93, H. 537: I. Andantino ",A Minor
"Cello Sonata No. 1 in B♭ major, Op. 45, MWV Q 27: I. Allegro vivace ",B♭ major
"Lieder ohne Worte, Book 2, Op. 30: No. 2 in B-Flat Minor, MWV U 77 ",B-Flat Minor
"11 Bagatelles, Op. 119: No. 7 in C Major ",C Major
"Concertante in F Major, Op. 67 ",F Major
Prelude No. 8 in G major ,G major
"Organ Concerto in F major, Op. 4 No. 4, HWV 292: III. Adagio ",F major
"Piano Sonata No. 11 in B-Flat Major, Op. 22 ",B-Flat Major
Canon all'unisono in F Major: III. Presto ,F Major
"Violin Sonata No. 14 in D Major, Op. 4 No. 4, K. 29 ",D Major
"Piano Sonatina in C Major, Op. 132: II. Lento ",C Major
Suite in D major: II. Allemande ,D major
Nocturne in E-Flat Major ,E-Flat Major
"Fantasia in F Major, Op. 20: I. Introduction. Moderato ",F Major
"Keyboard Sonata in F major, Hob. XVI:9: II. Menuet & Trio ",F major
"24 Préludes, Op. 11: No. 6 in B Minor ",B Minor
"Symphony No. 1 in D Major, Hob. I:1 ",D Major
Requiem in C Minor: Sanctus ,C Minor
Solo de trompette chromatique in F Major ,F Major
"Concerto for 2 Lire organizzate in F major, Hob. VIIh:5: II. Andante ",F major
"Sonata per camera in A Minor, Op. 1 No. 8 ",A Minor
"Keyboard Sonata in C major, Kk. 255 ",C major
"6 Morceaux, composés sur un seul thème, Op. 21, TH 134: No. 3, Impromptu in C# Minor ",C# Minor
String Quartet No. 2 in A Major: I. Allegro assai ,A Major
"Keyboard Sonata in G Minor, Wq. 65 No. 17: III. Allegro assai ",G Minor
"Piano Sonata No. 12 in A-Flat Major, Op. 26 ""Funeral March"": III. Marcia funebre ",A-Flat Major
"5 Divertimenti in B-Flat Major, K. 439b No. 5: II. Menuetto ",B-Flat Major
"Magnificat in D major, BWV 243a: VI. Quia fecit mihi magna ",D major
"6 Morceaux, composés sur un seul thème, Op. 21, TH 134: No. 4, Marche funèbre in A♭ Minor ",A♭ Minor
"Sinfonia in D Major, Wq. 183 No. 1, H. 663 ",D Major
"Piano Sonatina in G Major, Op. 54: II. Ben moderato ",G Major
"Pièces de viole, Book 1, Suite in D Minor for 2 Viols & Continuo: III. Courante ",D Minor
"Piano Quartet No. 1 in c minor, Op. 23: IV. Allegro con brio ",c minor
"Symphony No. 94 in G Major, Hob. I:94 ""Surprise"": III. Menuet. Allegro molto ",G Major
"Sonata antiqua, Op. 40: III. Passacaglia in A minor ",A minor
"Flute Sonata in G Minor, BWV 1020: II. Adagio ",G Minor
"Concerto in D Major ""Le Phénix"": III. Allegro ",D Major
"12 German Dances, Hob. IX:12: No. 2 in B-Flat Major ",B-Flat Major
"Keyboard Sonata in D Major, BWV 963 ",D Major
"String Quartet in G Major, Op. 3 No. 3, Hob. III:15: II. Largo ",G Major
Keyboard Concerto No. 4 in D Major: III. Allegro ma non troppo ,D Major
"Keyboard Sonata in G Major, Kk. 55 ",G Major
"Keyboard Sonata in D minor, R. 25 ",D minor
"Invention in E Major, Op. 10 No. 10 ",E Major
Concerto for Strings in D Major: III. Rondo. Allegro ,D Major
Canon Sonata a 3 in A Major: III. Allegro ,A Major
"Recorder Sonata in A minor, Op. 1 No. 4, HWV 362: I. Larghetto ",A minor
"Violin Sonata No. 32 in B-Flat Major, Op. 7 No. 3, K. 454: I. Largo - Allegro ",B-Flat Major
"Sonata à 5 No. 2 in C Major, Op. 2 No. 3 ",C Major
"Piano Trio No. 4 in E minor, Op. 90, B. 166 ""Dumky"": VI. Lento maestoso ",E minor
Symphony No. 9 in E Minor: I. Moderato maestoso ,E Minor
"3 Pastels, Op. 92: No. 3 in F-Sharp Major ",F-Sharp Major
"Quartet No. 1 in D Major, TWV 43:D2: IV. Allegro ",D Major
"French Suite No. 2 in c minor, BWV 813a: V. Menuet I ",c minor
"Cello Sonata in B flat Major, RV 46: I. Largo ",B flat Major
"Cello Sonata in A Major, Op. 10: II. Adagio ma non troppo ",A Major
24 Préludes & Fugues: Fugue No. 24 in D Minor ,D Minor
"String Quartet No. 1 in C Major, Op. 49: IV. Allegro ",C Major
"24 Caprices for Solo Violin, Op. 1, MS 25: No. 18 in C Major. Corrente - Allegro - Corrente ",C Major
"Chamber Concerto in C Major, RV 560: II. Largo ",C Major
"Magnificat in G Minor, RV 610a ",G Minor
"Concerto for 2 Oboes & Bassoon in D major, TWV 53:C1 ""Concerto alla francese"": I. Avec douceur ",D major
"Ouverture-suite in E-Flat Major, TW 55:Es4: II. Entrée ",E-Flat Major
"Violin Sonata in G Minor, H. 542.5: III. Allegro ",G Minor
Fugue No. 21 in B-Flat Major ,B-Flat Major
"String Quartet No. 1 in F Major, Op. 18: IV. Allegro ",F Major
"Slavonic Dances, Series 1, Op. 46, B. 78: No. 8 in G Minor ",G Minor
"Trio Sonata No. 2 in C Minor, BWV 526: III. Allegro ",C Minor
"Keyboard Sonata in C Minor, Wq. 65 No. 49 ",C Minor
"Symphony No. 42 in F Major, K. 75: II. Minuetto ",F Major
"Symphony No. 47 in D Major, K. 97: II. Andante ",D Major
"Keyboard Sonata No. 6 in C Major, Hob. XVI:10 ""Divertimento"": I. Moderato ",C Major
"Violin Sonata No. 30 in C Major, K. 403: I. Allegro moderato ",C Major
"A Light Shines in the Darkness: No. 3, The Lord Is My Shepherd ", 
"Divertimento in D Major, K. 334: III. Menuetto ",D Major
"Lute Sonata No. 5 in C Minor, Weiss SW7: VI. Gigue ",C Minor
"The Well-Tempered Clavier, Book 2: Prelude No. 13 in F sharp Major, BWV 882 ",F sharp Major
"Overture in F Major, BWV 820 ",F Major
"String Quartet No. 2 in A Minor, Op. 51 No. 2: III. Quasi minuet. Moderato ",A Minor
"Violin Concerto in B Minor, Op. 34: I. Lebhaft, energisch ",B Minor
"Violin Sonata No. 13 in C Major, Op. 4 No. 3, K. 28: II. Allegro grazioso ",C Major
"Concerto for 2 Horns in F Major, TWV 52:F4: II. Allegro ",F Major
"Essercizii musici, Trio No. 4 in G major, TWV 42:G6: III. Largo ",G major
"String Quintet in G Major, Op. 77, B. 49 ",G Major
Präludium in B-Flat Major. Dolce [Quasi andante] ,B-Flat Major
"Oboe Concerto in D Minor, TWV 51:d2: I. Largo ",D Minor
"Keyboard Sonata in B-Flat Major, Kk. 66 ",B-Flat Major
"5 German Dances & 7 Trios with Coda, D. 90: No. 1 in C major ",C major
"Violin Concerto in G Minor, Op. 19: II. Andante ",G Minor
"Keyboard Sonata in C Minor, Wq. 60: III. Presto ",C Minor
"Piano Sonata No. 31 in A-Flat Major, Op. 110: III. Adagio ma non troppo ",A-Flat Major
Trumpet Sonata in D Minor: III. Adagio ,D Minor
Lute Sonata in D Major: III. Menuetto ,D Major
"Keyboard Sonata in F minor, Wq. 62 No. 6 ",F minor
"Sonata in F Major, Weiss SW1: V. Sarabande ",F Major
Prelude No. 9 in A-Flat Major ,A-Flat Major
"Symphony No. 5 in F Major, Op. 76, B. 54 ",F Major
"Symphony No. 3 in D Major, Op. 30 ""Skovsymfoni"": III. Scherzo. Allegro vivace ",D Major
"Symphony in E♭ major, Op. 13 No. 1: I. Allegro con spirito ",E♭ major
"Sinfonia No. 12 in G Minor, MWV N12 ""Fuga"": I. Fuga. Grave - Allegro ",G Minor
"Violin Sonata No. 1 in C Major, Op. 1 No. 1, K. 6: II. Andante ",C Major
Fantasia No. 2 in F Major ,F Major
"Violin Sonata No. 7 in C Minor, Op. 30 No. 2: III. Scherzo. Allegro ",C Minor
Sonata for 2 Flutes in G Major: II. Rondeau ,G Major
"String Quartet in F Minor, Op. 20 No. 5, Hob. III:35: II. Menuetto ",F Minor
Piano Trio in F-Sharp minor: II. Andante ,F-Sharp minor
"Piano Trio No. 2 in G major, Op. 1 No. 2: III. Scherzo. Allegro ",G major
"Keyboard Sonata in B♭ major, Wq. 65 No. 45 ",B♭ major
"Flute Sonata in E Minor, Op. 1 No. 1b, HWV 359b: IV. Allegro ",E Minor
Cello Sonata No. 1 in D Minor ,D Minor
"Variations on a Hungarian Song in D Major, Op. 21 No. 2: Var. 2 ",D Major
"Flute Concerto in D Major, TWV 51:D1 ",D Major
"Polonaise in E flat minor, Op. 26 No. 2 ",E flat minor
"Oboe Concerto in D Major, TrV 292: II. Andante ",D Major
"Symphony No. 3 in D Major, D. 200: I. Adagio maestoso - Allegro con brio ",D Major
Piano Trio in F# Minor: III. Allegro vivace ,F# Minor
"Fantasia in C Minor, K. 475: III. Andantino ",C Minor
"Concerto for 2 Lire organizzate in C Major, Hob. VIIh:1: II. Andante ",C Major
Missa in D Major: Gloria ,D Major
"7 Bagatelles, Op. 33: No. 4 in A Major. Andante ",A Major
"Fantasie in C minor, D. 2e ",C minor
"Violin Concerto in E Major, Op. 1 No. 5: II. Siciliana ",E Major
"Keyboard Sonata in E Minor, Wq. 58 No. 4 ",E Minor
"Concerto for 2 Violins in G Major, TWV 52:G1 ""Concerto grosso"". III. Grave ",G Major
"Cello Suite in D Minor, Op. 131c No. 2: III. Largo ",D Minor
"Piano Trio in E♭ major, Op. 57 No. 1, Hob. XV:11 ",E♭ major
"Recorder Sonata in B-Flat Major, HWV 377 ",B-Flat Major
"Suite in F Major, Op. 90: II. Fugue ",F Major
Orfeo dolente: in darno far di mora , 
"Recorder Sonata in F Major, Op. 7 No. 4 ",F Major
"Piano Concerto in A Minor, Op. 54: II. Intermezzo. Andantino ",A Minor
"Capriccio in B-Flat Major, BWV 992: II. Andante ",B-Flat Major
"Concerto for 2 Oboes & Bassoon in D major, TWV 53:C1 ""Concerto alla francese"": II. Très vite ",D major
Sonata in G Minor: III. Adagio ,G Minor
Cours complet pour l'enseignement du forté-piano: Étude No. 104 in G-Sharp Minor ,G-Sharp Minor
"Little Songs, Series 3: No. 4, Presto in C Major ",C Major
"9 Organ Pieces, Op. 129: No. 9, Fugue in B Minor ",B Minor
"Symphony in G Minor, Bryan g1: III. Menuetto ",G Minor
"Clarinet Quintet in F-Sharp Minor, Op. 10: III. Scherzo. Allegro leggiero ",F-Sharp Minor
"Oboe Concerto No. 3 in C Major: III. Rondeau, Allegretto ",C Major
"Violin Concerto in A Major, Op. 6: II. Andante ",A Major
"Symphony No. 101 in D Major, Hob. I:101 ""Clock"" ",D Major
"Keyboard Sonata in E-Flat Major, Wq. 63 No. 5: I. Allegro di molto ",E-Flat Major
"6 Violin Sonatas, Op. 10b No. 3 in D Minor, J. 101: I. Air russe. Allegretto moderato ",D Minor
"Orchestral Suite in D Major, TWV 55:D6: III. Sarabande ",D Major
"String Quintet in D Minor, Op. 134: IV. Finale. Allegro spiritoso ",D Minor
